Date,SKU_number,SoldCount
2019-04-07,2000097,2
2020-04-26,2000011,2
2020-01-12,2000016,2
2020-01-29,2000142,1
2020-03-26,2000105,4
2020-08-09,2000021,1
2019-04-03,2000114,4
2018-08-24,2000136,5
2018-06-13,2000041,0
2018-02-17,2000096,5
2018-10-05,2000080,5
2018-05-26,2000048,2
2018-06-18,2000050,4
2019-05-03,2000121,2
2020-10-27,2000137,3
2019-03-16,2000092,2
2020-06-30,2000013,3
2020-04-05,2000026,4
2019-08-27,2000067,4
2020-04-24,2000017,3
2018-06-05,2000009,3
2020-04-14,2000048,2
2018-11-26,2000053,7
2018-12-04,2000024,5
2018-01-26,2000003,3
2019-02-17,2000088,3
2019-12-05,2000040,4
2020-09-09,2000038,6
2019-03-08,2000052,2
2019-09-29,2000074,6
2020-01-27,2000014,0
2020-06-12,2000016,1
2018-07-26,2000041,2
2019-11-13,2000024,5
2018-02-12,2000016,3
2018-08-07,2000023,5
2018-09-26,2000094,2
2018-07-04,2000148,0
2020-10-08,2000077,2
2019-03-15,2000135,4
2020-05-16,2000076,4
2020-02-29,2000128,3
2018-04-26,2000113,2
2019-04-28,2000128,4
2020-05-05,2000112,2
2018-02-27,2000041,1
2018-09-05,2000079,3
2020-09-15,2000123,4
2020-02-19,2000048,2
2018-10-18,2000013,3
2018-05-17,2000107,3
2019-10-18,2000080,2
2019-04-30,2000048,1
2019-11-16,2000108,3
2019-07-02,2000088,1
2019-06-08,2000045,1
2019-03-22,2000029,3
2018-03-28,2000047,4
2019-07-28,2000028,2
2018-11-11,2000049,4
2018-05-27,2000101,4
2020-08-26,2000053,4
2020-02-09,2000133,3
2019-04-30,2000063,5
2019-07-02,2000105,3
2019-03-10,2000041,2
2020-10-18,2000054,3
2020-05-25,2000017,1
2020-08-18,2000079,3
2018-01-24,2000131,1
2020-08-14,2000140,3
2018-02-20,2000005,4
2018-06-20,2000011,3
2019-02-17,2000101,2
2018-01-13,2000115,3
2018-07-26,2000057,2
2020-09-18,2000113,5
2019-09-15,2000008,4
2018-08-22,2000103,4
2020-01-08,2000097,4
2019-10-09,2000126,3
2019-12-12,2000003,3
2018-03-08,2000114,2
2020-07-11,2000022,4
2020-12-13,2000061,3
2019-04-15,2000010,3
2020-03-06,2000124,1
2018-09-05,2000112,1
2019-09-16,2000059,1
2020-01-10,2000037,3
2020-08-13,2000009,1
2018-10-03,2000064,2
2020-01-16,2000047,0
2019-09-24,2000002,2
2018-03-14,2000052,4
2019-02-15,2000098,2
2018-11-02,2000010,2
2019-05-17,2000148,6
2018-02-24,2000115,0
2020-05-24,2000057,2
2020-06-16,2000073,3
2018-10-19,2000109,0
2018-07-01,2000020,0
2019-11-06,2000050,1
2019-11-26,2000120,3
2020-11-20,2000117,4
2020-03-18,2000081,3
2019-08-22,2000076,2
2020-12-24,2000020,2
2019-01-01,2000106,5
2019-06-21,2000077,1
2019-03-05,2000033,1
2020-08-27,2000045,1
2020-05-28,2000060,2
2020-08-05,2000129,3
2020-01-08,2000073,2
2019-09-10,2000084,1
2019-02-07,2000106,2
2019-01-31,2000059,3
2018-06-06,2000084,3
2019-08-30,2000036,1
2018-12-24,2000146,3
2018-07-11,2000076,0
2018-09-18,2000104,2
2018-05-20,2000098,2
2020-12-14,2000148,1
2020-04-07,2000037,3
2020-03-23,2000119,2
2018-01-26,2000124,2
2019-05-12,2000117,6
2019-01-30,2000066,3
2019-02-09,2000085,5
2018-09-01,2000063,5
2020-02-21,2000124,8
2018-11-30,2000014,3
2020-12-13,2000001,4
2019-11-04,2000048,3
2020-12-27,2000110,3
2018-06-18,2000006,2
2020-02-05,2000142,3
2019-06-01,2000037,1
2018-03-26,2000109,2
2019-03-08,2000132,3
2018-08-02,2000072,1
2019-02-23,2000025,3
2020-05-08,2000086,2
2019-08-24,2000042,4
2019-01-26,2000100,2
2019-04-16,2000064,1
2018-06-28,2000028,4
2019-10-12,2000119,1
2018-10-23,2000131,2
2020-06-06,2000024,2
2018-09-09,2000140,2
2020-01-14,2000120,3
2019-06-06,2000140,3
2019-03-02,2000043,7
2020-11-15,2000057,1
2020-07-20,2000078,4
2018-06-30,2000115,2
2020-01-27,2000073,4
2019-04-06,2000075,2
2019-09-04,2000047,5
2018-05-13,2000010,3
2020-10-30,2000129,2
2019-09-14,2000143,1
2018-08-16,2000006,4
2018-01-26,2000064,2
2018-04-02,2000145,5
2020-02-07,2000058,4
2020-03-11,2000046,4
2020-04-18,2000020,2
2020-11-03,2000006,4
2020-02-09,2000124,4
2020-05-26,2000121,5
2020-08-03,2000093,3
2020-11-04,2000080,0
2018-04-23,2000037,5
2018-10-01,2000148,1
2018-06-08,2000132,2
2018-10-20,2000129,2
2018-10-09,2000040,6
2018-10-10,2000022,2
2019-07-20,2000073,1
2020-08-10,2000089,1
2019-04-30,2000050,4
2020-05-09,2000003,2
2018-10-12,2000092,2
2019-11-13,2000111,1
2019-11-03,2000014,4
2019-12-25,2000084,3
2020-07-31,2000030,1
2018-05-25,2000134,2
2020-02-05,2000079,3
2018-05-03,2000086,2
2020-11-07,2000018,0
2019-10-22,2000115,1
2019-10-07,2000146,4
2019-09-09,2000117,6
2020-09-07,2000113,3
2019-09-04,2000126,2
2018-07-12,2000038,5
2018-08-12,2000054,4
2020-11-23,2000008,4
2018-06-29,2000052,4
2019-11-23,2000037,3
2019-10-26,2000147,2
2019-10-19,2000118,1
2020-12-02,2000139,3
2018-01-19,2000043,0
2018-06-20,2000089,3
2018-12-25,2000109,2
2019-01-16,2000071,3
2018-04-08,2000112,2
2018-10-04,2000020,1
2020-03-04,2000091,3
2020-01-26,2000075,5
2019-08-24,2000054,2
2019-11-01,2000031,4
2020-02-06,2000074,4
2019-09-21,2000034,0
2020-06-11,2000059,4
2020-05-13,2000076,3
2020-02-15,2000025,1
2018-10-14,2000074,6
2018-05-02,2000046,2
2018-10-12,2000046,0
2020-08-27,2000124,2
2019-04-25,2000121,6
2018-05-03,2000040,1
2020-02-13,2000006,3
2019-04-09,2000061,2
2019-11-14,2000098,4
2018-11-23,2000111,2
2018-05-13,2000030,6
2018-11-11,2000142,1
2020-10-07,2000050,1
2019-11-06,2000137,5
2020-10-18,2000026,4
2018-07-07,2000051,0
2019-11-10,2000132,1
2018-12-14,2000108,3
2018-11-07,2000123,6
2018-04-30,2000050,3
2018-04-09,2000112,1
2018-09-06,2000009,2
2018-09-24,2000044,1
2018-08-06,2000019,5
2018-10-04,2000054,1
2020-10-20,2000089,4
2020-01-22,2000111,4
2020-04-23,2000136,0
2018-01-04,2000003,4
2018-06-06,2000058,1
2018-11-05,2000115,8
2018-03-13,2000081,2
2019-06-29,2000123,4
2020-02-06,2000098,1
2019-03-26,2000110,0
2018-05-19,2000005,1
2020-08-26,2000133,1
2020-07-07,2000114,6
2018-12-27,2000066,1
2019-03-22,2000074,5
2019-03-25,2000025,5
2018-03-21,2000102,2
2018-02-28,2000083,0
2019-10-03,2000013,0
2019-01-17,2000102,1
2020-05-17,2000115,4
2018-04-25,2000002,2
2018-03-03,2000149,5
2020-09-23,2000003,5
2019-10-20,2000001,4
2020-07-13,2000096,4
2019-06-02,2000095,3
2019-05-17,2000123,3
2019-06-12,2000065,3
2020-10-23,2000021,3
2020-10-07,2000096,2
2019-08-02,2000123,3
2020-12-01,2000111,1
2018-03-10,2000132,2
2019-08-24,2000019,2
2020-04-27,2000091,3
2020-11-27,2000143,3
2018-12-03,2000038,2
2020-05-04,2000062,3
2020-06-11,2000055,0
2020-11-09,2000107,2
2020-08-22,2000145,4
2020-12-16,2000129,2
2019-06-30,2000148,2
2018-05-09,2000105,4
2018-12-06,2000064,2
2018-06-17,2000143,1
2020-01-17,2000008,5
2020-08-25,2000094,3
2018-02-23,2000145,0
2018-04-11,2000072,2
2018-08-06,2000113,4
2020-09-28,2000111,3
2019-05-27,2000099,4
2018-01-14,2000028,3
2020-12-13,2000050,4
2020-07-28,2000070,2
2019-02-02,2000108,2
2018-06-13,2000148,3
2019-10-31,2000053,3
2019-08-03,2000131,3
2020-03-29,2000010,1
2020-07-18,2000087,4
2018-10-15,2000130,4
2019-11-24,2000127,5
2020-02-05,2000097,3
2020-07-25,2000041,1
2019-03-28,2000141,1
2020-05-08,2000106,2
2018-06-18,2000125,4
2020-03-29,2000053,2
2020-02-07,2000060,3
2018-05-29,2000055,2
2018-01-29,2000120,5
2019-03-25,2000102,2
2019-07-11,2000102,2
2019-10-02,2000054,2
2020-08-13,2000114,5
2019-09-13,2000077,5
2020-01-19,2000005,1
2019-11-21,2000046,5
2020-12-26,2000033,2
2019-08-11,2000027,4
2020-02-15,2000131,4
2018-02-10,2000013,2
2019-12-17,2000073,1
2019-02-14,2000131,2
2020-08-19,2000002,1
2018-11-06,2000143,4
2018-09-02,2000140,2
2019-10-26,2000124,1
2020-06-11,2000142,5
2020-09-04,2000111,2
2018-06-10,2000148,3
2018-07-06,2000021,5
2020-03-04,2000127,2
2020-03-13,2000096,3
2020-11-25,2000053,3
2020-03-01,2000082,3
2020-07-13,2000134,4
2018-04-11,2000008,2
2018-10-12,2000057,5
2019-10-20,2000033,3
2019-06-20,2000036,2
2018-02-21,2000089,4
2020-03-13,2000004,1
2018-07-28,2000014,5
2019-11-11,2000095,2
2020-11-17,2000110,1
2019-01-05,2000123,2
2018-07-14,2000004,1
2018-02-28,2000007,4
2018-05-20,2000078,4
2018-04-02,2000149,4
2018-03-31,2000079,4
2020-06-23,2000004,4
2018-07-04,2000139,1
2018-09-03,2000032,3
2019-10-24,2000082,3
2019-07-13,2000030,1
2020-04-19,2000138,4
2018-02-13,2000117,1
2020-01-11,2000083,4
2020-11-23,2000101,1
2019-01-29,2000118,6
2020-05-23,2000000,4
2020-10-02,2000110,1
2019-12-10,2000111,0
2018-05-04,2000106,1
2020-03-31,2000093,2
2018-07-04,2000015,9
2019-02-19,2000137,2
2020-01-01,2000126,4
2020-02-05,2000094,3
2018-04-23,2000038,2
2020-02-11,2000133,5
2018-03-16,2000048,2
2018-06-28,2000071,7
2020-03-23,2000087,6
2019-01-10,2000026,3
2019-12-21,2000053,2
2019-01-03,2000054,0
2018-10-08,2000106,6
2020-11-12,2000021,4
2019-12-25,2000037,6
2018-07-07,2000091,3
2019-04-12,2000112,2
2019-08-30,2000012,4
2019-05-23,2000057,2
2020-01-14,2000045,2
2018-01-27,2000044,1
2020-02-29,2000040,6
2020-12-30,2000051,5
2018-06-15,2000028,6
2019-12-12,2000091,2
2018-07-05,2000053,2
2018-10-16,2000131,2
2020-10-21,2000075,1
2020-04-04,2000132,4
2020-05-09,2000053,5
2019-03-27,2000120,2
2019-03-23,2000105,2
2020-06-15,2000050,2
2020-10-18,2000138,4
2018-04-07,2000045,4
2019-05-20,2000113,2
2018-08-15,2000002,3
2020-08-28,2000126,4
2020-02-26,2000059,2
2018-08-01,2000114,0
2019-01-21,2000040,5
2018-11-30,2000103,1
2020-09-26,2000097,4
2018-08-05,2000090,2
2020-11-02,2000042,1
2018-12-11,2000077,1
2019-10-07,2000094,6
2020-12-22,2000140,2
2019-02-17,2000016,6
2020-05-03,2000083,5
2018-11-02,2000104,2
2018-09-26,2000087,1
2019-01-05,2000078,2
2020-07-26,2000039,2
2019-11-11,2000031,5
2020-10-29,2000146,5
2018-10-10,2000072,1
2018-02-04,2000145,3
2019-07-29,2000122,4
2019-04-29,2000106,5
2020-03-15,2000074,0
2018-10-03,2000036,1
2018-11-09,2000145,2
2018-01-18,2000115,4
2019-05-04,2000015,5
2020-03-01,2000093,3
2020-05-20,2000027,1
2020-04-12,2000147,3
2019-12-26,2000106,4
2020-01-16,2000019,3
2018-08-23,2000022,2
2020-08-11,2000104,1
2020-01-27,2000115,4
2018-07-23,2000051,7
2018-02-12,2000048,1
2018-07-29,2000061,1
2018-10-10,2000059,2
2019-12-15,2000122,3
2019-04-24,2000096,5
2019-11-15,2000087,5
2018-07-19,2000002,1
2020-02-13,2000147,3
2019-07-08,2000127,2
2018-10-09,2000001,5
2020-07-01,2000022,3
2018-01-19,2000065,4
2018-02-10,2000054,3
2018-03-12,2000144,5
2020-01-26,2000060,2
2019-09-28,2000034,0
2020-06-29,2000091,3
2020-08-18,2000044,1
2020-07-12,2000013,2
2020-06-30,2000073,2
2020-07-07,2000116,4
2019-10-07,2000060,3
2019-11-12,2000108,3
2018-06-21,2000011,4
2020-10-22,2000034,3
2019-03-26,2000035,6
2020-10-13,2000144,3
2019-09-06,2000030,5
2019-03-22,2000089,4
2019-03-02,2000070,5
2019-07-16,2000148,4
2019-12-03,2000066,4
2020-05-07,2000130,2
2019-08-23,2000120,4
2020-05-21,2000110,5
2020-03-09,2000026,1
2018-05-03,2000081,6
2020-05-26,2000019,3
2019-07-04,2000123,4
2018-08-14,2000148,2
2018-07-02,2000008,0
2019-03-14,2000059,4
2019-05-07,2000033,8
2019-11-08,2000069,2
2020-05-21,2000093,4
2019-10-11,2000116,2
2020-07-21,2000054,6
2020-05-28,2000023,4
2019-04-24,2000146,4
2020-03-13,2000120,2
2019-03-07,2000093,6
2018-09-07,2000130,5
2019-12-30,2000048,1
2020-11-28,2000095,2
2020-07-03,2000002,5
2019-01-27,2000144,3
2018-08-26,2000018,2
2018-06-18,2000042,6
2020-12-25,2000106,2
2019-05-11,2000078,5
2020-11-07,2000116,3
2020-11-30,2000024,3
2019-08-21,2000117,2
2019-11-11,2000042,2
2018-08-17,2000090,7
2020-05-28,2000091,0
2019-07-16,2000062,2
2020-09-29,2000140,3
2020-12-05,2000019,2
2019-06-10,2000146,2
2019-05-04,2000123,3
2019-01-29,2000041,3
2020-08-01,2000091,2
2019-05-08,2000146,0
2020-01-12,2000125,1
2020-09-08,2000138,8
2019-09-08,2000095,1
2018-07-20,2000057,4
2018-10-28,2000051,4
2018-10-11,2000009,0
2018-10-21,2000058,2
2020-01-29,2000115,2
2020-03-02,2000139,3
2020-09-04,2000072,1
2018-06-01,2000088,4
2019-06-07,2000076,1
2020-11-20,2000012,3
2019-01-08,2000137,1
2019-07-30,2000012,2
2019-04-11,2000072,3
2020-05-12,2000051,5
2020-05-23,2000041,5
2018-05-18,2000023,5
2019-05-12,2000116,4
2019-06-27,2000006,6
2019-11-07,2000059,2
2019-09-19,2000145,2
2018-05-01,2000050,1
2019-12-25,2000138,0
2020-09-14,2000052,5
2019-11-14,2000052,4
2019-05-28,2000059,3
2020-06-14,2000107,1
2020-08-03,2000037,2
2019-01-17,2000115,1
2019-03-03,2000076,4
2020-01-26,2000058,2
2018-11-24,2000073,2
2020-08-08,2000020,1
2019-01-26,2000106,3
2019-08-22,2000085,1
2018-09-26,2000062,2
2020-07-13,2000144,3
2020-11-04,2000042,2
2019-04-28,2000006,2
2020-07-15,2000111,3
2019-11-05,2000075,1
2019-12-16,2000127,3
2018-08-28,2000009,1
2019-09-22,2000081,3
2020-07-25,2000103,3
2020-04-08,2000045,3
2018-12-23,2000066,1
2020-06-06,2000024,7
2019-12-17,2000052,4
2018-05-06,2000052,4
2020-11-01,2000089,0
2020-11-26,2000015,1
2019-06-17,2000064,3
2018-06-04,2000009,3
2020-01-21,2000147,2
2019-08-10,2000065,3
2019-08-11,2000148,3
2020-04-24,2000078,2
2019-07-10,2000011,4
2019-09-03,2000110,2
2020-05-24,2000112,2
2020-09-13,2000048,6
2020-04-04,2000050,4
2019-04-12,2000066,2
2019-06-16,2000126,4
2020-09-01,2000128,3
2018-12-10,2000009,3
2018-02-13,2000120,6
2019-12-31,2000052,1
2020-05-14,2000061,1
2019-04-11,2000014,4
2020-05-16,2000057,5
2019-07-27,2000011,3
2018-03-09,2000091,4
2020-10-24,2000073,2
2020-02-27,2000119,3
2020-08-01,2000103,3
2018-06-03,2000010,2
2018-06-28,2000057,2
2018-06-03,2000079,1
2018-09-20,2000113,0
2019-10-06,2000081,0
2020-10-17,2000009,2
2019-12-26,2000044,3
2020-10-02,2000133,5
2018-03-16,2000074,4
2019-04-14,2000043,1
2018-06-06,2000019,2
2020-08-30,2000010,2
2018-10-12,2000098,2
2019-08-04,2000084,3
2020-07-03,2000120,2
2018-11-25,2000053,1
2019-07-17,2000095,4
2019-12-21,2000123,4
2018-03-01,2000037,2
2019-06-05,2000134,0
2019-11-21,2000008,4
2019-10-14,2000096,4
2018-06-19,2000129,6
2019-05-07,2000082,1
2020-07-13,2000094,3
2020-08-17,2000096,1
2020-12-16,2000024,1
2020-02-02,2000031,2
2018-05-23,2000121,0
2018-05-27,2000074,2
2020-07-09,2000008,2
2019-04-08,2000133,3
2018-12-28,2000133,4
2020-08-28,2000105,3
2018-08-21,2000102,5
2019-01-29,2000003,4
2018-11-09,2000102,6
2020-02-19,2000014,6
2019-12-16,2000066,3
2019-12-26,2000025,3
2019-03-27,2000030,2
2019-03-11,2000112,0
2018-04-28,2000049,3
2018-11-07,2000094,3
2020-04-03,2000107,2
2018-05-30,2000133,0
2020-06-27,2000045,3
2019-01-19,2000094,3
2018-12-01,2000141,6
2018-08-14,2000036,0
2018-03-15,2000135,3
2020-09-23,2000091,5
2019-09-10,2000048,1
2020-08-13,2000050,2
2018-11-19,2000089,4
2018-09-10,2000047,8
2020-08-22,2000106,3
2019-10-25,2000127,5
2020-06-14,2000131,6
2018-12-16,2000027,2
2020-08-27,2000149,2
2020-03-10,2000092,4
2019-06-04,2000040,4
2020-03-30,2000085,0
2020-11-21,2000076,1
2020-01-29,2000136,7
2019-08-21,2000105,2
2020-05-28,2000126,2
2020-06-29,2000037,6
2018-12-11,2000005,1
2018-03-17,2000062,4
2020-07-12,2000009,2
2020-02-22,2000119,2
2018-06-17,2000128,4
2018-01-16,2000007,1
2019-06-02,2000057,3
2018-01-01,2000141,3
2018-11-23,2000123,8
2018-09-07,2000145,3
2020-01-08,2000047,5
2018-05-04,2000051,2
2019-12-05,2000076,1
2020-04-11,2000116,4
2019-12-04,2000100,3
2019-10-17,2000034,5
2019-01-03,2000142,3
2018-09-28,2000105,1
2018-08-28,2000100,2
2019-03-08,2000054,2
2020-09-03,2000071,3
2018-02-12,2000063,1
2020-02-15,2000057,5
2019-06-05,2000080,3
2018-06-28,2000126,7
2020-07-24,2000061,3
2020-03-20,2000087,4
2018-07-26,2000000,0
2018-03-19,2000091,8
2019-09-03,2000040,3
2018-06-09,2000004,2
2018-04-03,2000089,3
2018-05-23,2000002,1
2020-02-12,2000029,2
2019-01-25,2000095,3
2020-05-29,2000026,2
2020-11-04,2000089,5
2018-06-03,2000099,4
2018-04-01,2000089,0
2020-08-12,2000138,2
2018-10-14,2000064,2
2020-02-16,2000013,5
2018-11-26,2000035,4
2020-05-18,2000009,3
2019-09-03,2000126,1
2018-06-26,2000048,1
2019-02-03,2000008,6
2019-12-01,2000149,2
2020-10-20,2000093,4
2018-04-14,2000128,3
2020-09-22,2000084,2
2020-06-03,2000085,3
2018-01-07,2000130,4
2018-01-07,2000142,1
2019-07-15,2000108,2
2019-10-30,2000046,2
2019-12-25,2000061,4
2020-08-15,2000028,2
2019-12-13,2000066,2
2020-12-04,2000004,2
2018-11-12,2000041,2
2018-10-15,2000142,3
2018-12-27,2000107,8
2018-05-03,2000137,6
2018-03-17,2000037,2
2018-10-13,2000012,2
2019-07-14,2000148,3
2018-09-16,2000008,2
2019-05-30,2000016,2
2019-06-14,2000147,2
2018-11-29,2000004,4
2019-01-12,2000026,7
2018-07-21,2000101,1
2019-01-28,2000033,4
2018-08-20,2000106,4
2018-07-12,2000066,6
2020-09-12,2000039,1
2019-06-15,2000079,3
2018-09-19,2000056,8
2019-10-20,2000021,4
2020-03-05,2000031,1
2019-08-24,2000039,4
2018-09-17,2000066,2
2019-07-15,2000012,3
2018-07-30,2000043,5
2019-03-19,2000003,4
2020-01-20,2000033,2
2018-12-18,2000005,2
2019-09-21,2000066,0
2018-06-03,2000037,3
2019-11-04,2000078,3
2018-08-05,2000096,4
2018-10-25,2000119,2
2020-10-18,2000085,1
2020-05-01,2000053,2
2020-05-16,2000046,1
2018-09-06,2000135,2
2020-04-04,2000108,1
2018-07-14,2000011,2
2019-08-26,2000106,2
2019-12-04,2000140,3
2020-05-31,2000103,3
2020-02-17,2000027,3
2019-10-10,2000050,1
2019-03-19,2000016,3
2020-09-09,2000092,2
2018-10-20,2000142,3
2019-01-31,2000080,4
2020-08-13,2000127,3
2018-10-26,2000060,3
2019-02-22,2000039,3
2020-05-25,2000049,1
2018-07-24,2000059,2
2020-03-02,2000050,6
2019-03-31,2000126,3
2019-12-05,2000059,2
2019-06-25,2000104,2
2018-03-31,2000144,4
2020-07-28,2000142,6
2019-02-11,2000114,2
2018-05-24,2000095,3
2018-04-12,2000076,2
2019-05-09,2000126,2
2018-11-12,2000039,3
2020-08-23,2000114,2
2020-03-05,2000143,5
2019-08-29,2000114,3
2019-05-09,2000100,3
2020-03-05,2000064,3
2019-03-19,2000107,2
2019-10-28,2000133,0
2020-01-07,2000073,3
2018-11-14,2000021,5
2019-05-17,2000067,2
2020-08-30,2000008,6
2020-09-16,2000112,5
2018-08-26,2000013,2
2018-11-30,2000047,1
2019-05-25,2000123,4
2018-09-26,2000082,3
2018-04-12,2000002,7
2020-08-12,2000015,3
2019-10-29,2000058,1
2020-01-16,2000140,1
2020-04-18,2000015,6
2020-11-24,2000058,4
2019-12-05,2000037,5
2018-08-21,2000053,4
2020-11-26,2000067,6
2018-03-07,2000137,2
2020-11-30,2000048,6
2019-06-01,2000107,3
2019-04-08,2000072,2
2020-08-01,2000022,4
2018-03-12,2000011,0
2019-08-14,2000021,0
2019-08-19,2000082,3
2018-11-08,2000064,4
2018-04-20,2000058,2
2020-05-12,2000005,5
2018-06-02,2000132,3
2019-03-30,2000092,3
2020-04-02,2000034,2
2020-10-18,2000025,2
2019-03-09,2000137,1
2020-11-07,2000051,4
2020-01-16,2000085,3
2020-03-31,2000035,4
2018-11-24,2000014,2
2020-10-16,2000134,4
2019-10-30,2000100,2
2019-12-13,2000006,1
2020-08-09,2000088,0
2020-11-10,2000140,4
2018-07-17,2000095,3
2020-07-01,2000040,1
2019-12-25,2000101,5
2018-01-19,2000041,3
2020-12-07,2000088,2
2019-07-12,2000028,2
2018-04-30,2000057,4
2018-04-26,2000031,2
2020-03-09,2000139,6
2020-08-16,2000032,2
2020-07-04,2000023,3
2018-12-28,2000081,2
2019-01-16,2000061,4
2019-02-19,2000026,3
2019-02-04,2000071,2
2018-11-21,2000035,4
2018-11-26,2000059,3
2018-01-13,2000090,3
2018-07-12,2000010,3
2019-03-25,2000068,7
2018-04-28,2000007,2
2018-08-22,2000149,5
2020-06-20,2000026,6
2018-01-06,2000016,1
2020-11-14,2000023,4
2020-08-05,2000055,5
2019-09-27,2000001,1
2020-09-08,2000104,3
2019-04-09,2000128,1
2018-11-01,2000106,5
2018-08-02,2000042,1
2020-08-14,2000019,5
2019-01-16,2000075,5
2018-11-24,2000124,3
2020-05-01,2000132,5
2019-05-31,2000042,2
2018-08-28,2000015,1
2018-03-15,2000100,1
2020-04-14,2000076,1
2018-05-27,2000111,1
2018-03-27,2000024,1
2019-09-14,2000005,4
2018-11-30,2000140,2
2018-04-24,2000096,2
2020-01-07,2000099,2
2020-12-13,2000054,4
2018-03-28,2000063,3
2019-06-29,2000076,4
2020-08-24,2000139,3
2018-08-08,2000035,2
2019-09-08,2000044,2
2020-12-06,2000020,5
2018-11-14,2000118,3
2019-05-10,2000088,4
2020-10-27,2000118,1
2018-01-11,2000009,4
2018-09-21,2000113,2
2020-02-28,2000008,2
2019-06-12,2000022,2
2020-05-30,2000087,3
2020-11-08,2000056,2
2019-05-14,2000016,1
2018-03-02,2000020,5
2020-01-14,2000008,4
2020-06-06,2000002,2
2020-04-18,2000044,1
2018-10-06,2000023,4
2019-09-18,2000138,6
2018-01-11,2000001,3
2020-02-20,2000030,4
2020-05-28,2000045,4
2018-09-19,2000089,0
2018-08-20,2000068,3
2020-01-27,2000065,2
2020-12-28,2000060,1
2020-06-30,2000064,3
2018-12-02,2000052,1
2020-01-06,2000134,3
2019-04-05,2000140,7
2020-07-04,2000148,1
2019-03-16,2000124,4
2019-12-04,2000088,2
2019-07-21,2000007,5
2019-08-03,2000090,4
2018-06-13,2000022,3
2019-11-28,2000092,1
2020-12-06,2000118,6
2020-04-07,2000007,6
2019-03-10,2000088,1
2020-04-06,2000139,6
2020-10-17,2000078,1
2018-04-10,2000053,3
2019-08-11,2000120,2
2019-10-16,2000122,3
2018-12-01,2000076,2
2020-08-14,2000106,0
2020-05-08,2000131,4
2018-11-16,2000127,1
2019-11-01,2000073,3
2019-12-14,2000067,3
2020-08-09,2000050,3
2018-12-02,2000057,6
2019-03-13,2000110,2
2018-01-16,2000100,5
2018-03-29,2000103,3
2018-02-20,2000080,3
2019-09-03,2000011,2
2020-05-28,2000124,4
2020-04-23,2000000,1
2019-08-10,2000082,3
2020-10-06,2000076,1
2019-10-21,2000068,0
2019-01-01,2000140,2
2018-10-04,2000090,2
2020-01-09,2000147,5
2018-12-01,2000071,2
2018-02-14,2000027,2
2018-05-17,2000045,7
2020-11-30,2000085,1
2018-06-07,2000125,2
2018-01-19,2000115,2
2018-02-03,2000053,2
2020-12-23,2000062,3
2020-03-08,2000019,2
2020-01-25,2000033,5
2018-01-28,2000142,3
2020-07-16,2000049,1
2019-10-27,2000120,1
2019-06-22,2000047,4
2020-05-28,2000043,1
2020-10-27,2000091,4
2018-04-21,2000004,8
2019-04-25,2000088,2
2020-05-23,2000081,2
2018-03-11,2000121,4
2019-02-23,2000104,3
2018-09-07,2000149,3
2020-08-20,2000068,5
2020-07-05,2000149,2
2018-03-13,2000007,1
2020-01-22,2000067,4
2019-09-17,2000017,3
2019-12-01,2000040,4
2020-08-12,2000130,1
2020-08-10,2000081,5
2018-03-22,2000019,5
2020-09-27,2000120,2
2020-05-12,2000046,0
2019-10-28,2000052,1
2020-01-19,2000129,2
2020-01-01,2000000,6
2020-09-20,2000009,0
2020-03-16,2000044,2
2019-07-04,2000146,7
2020-08-09,2000001,1
2018-06-22,2000121,6
2020-02-06,2000050,4
2019-10-23,2000059,1
2019-06-13,2000011,2
2019-06-09,2000130,2
2019-08-10,2000016,3
2019-07-23,2000075,2
2020-01-25,2000024,3
2020-12-17,2000076,2
2020-10-30,2000029,3
2020-06-09,2000133,2
2020-01-24,2000011,2
2020-02-29,2000097,1
2020-11-16,2000047,4
2020-08-08,2000016,0
2020-09-07,2000136,2
2019-04-27,2000009,1
2018-09-08,2000140,2
2018-06-16,2000044,0
2019-02-13,2000115,3
2020-06-05,2000081,0
2018-05-23,2000033,1
2018-08-11,2000027,5
2019-04-19,2000065,3
2019-06-21,2000003,5
2020-04-08,2000047,7
2019-06-02,2000024,2
2020-03-28,2000004,4
2019-11-12,2000009,2
2018-07-29,2000033,3
2018-02-09,2000038,2
2020-05-29,2000124,4
2020-09-24,2000024,0
2019-12-21,2000019,4
2019-03-31,2000027,3
2020-08-01,2000053,2
2020-11-09,2000147,5
2019-03-23,2000062,4
2020-09-19,2000022,2
2018-10-24,2000018,4
2020-09-21,2000137,3
2019-08-28,2000056,5
2020-08-22,2000074,0
2018-07-01,2000050,6
2020-11-07,2000050,4
2018-08-09,2000090,3
2019-08-06,2000048,5
2019-08-24,2000065,1
2018-05-15,2000060,5
2018-05-23,2000043,4
2019-12-29,2000009,4
2019-09-06,2000007,2
2020-12-13,2000020,3
2019-10-12,2000082,2
2019-04-24,2000003,3
2020-06-01,2000094,2
2020-10-03,2000058,3
2018-06-16,2000079,4
2019-09-28,2000011,4
2020-03-18,2000085,2
2018-09-08,2000012,2
2019-03-24,2000064,0
2020-06-01,2000073,3
2018-12-12,2000077,2
2018-06-28,2000083,2
2018-11-28,2000075,6
2019-11-11,2000045,2
2020-11-03,2000019,3
2019-01-09,2000052,2
2018-06-01,2000020,2
2020-04-20,2000085,3
